track_name,artist_name,track_popularity,track_duration_ms,explicit,artist_popularity,artist_followers,primary_genre,release_year,album_type,track_duration_min,popularity_category,true_hit,predicted_hit,similarity_to_popular_song
La Corriente,Bad Bunny,74.0,198367.0,True,95.0,102500980.0,Reggaeton,2022,album,3.31,High,1,1,0.1960410374484925
La Diabla,Xavi,74.0,172264.0,False,76.0,8453736.0,Corridos Tumbados,2023,single,2.87,High,1,1,0.12262798114508315
La Difícil,Bad Bunny,71.0,163084.0,True,95.0,102571645.0,Reggaeton,2020,album,2.72,High,1,1,0.20003449726714723
La Havana,Joe Henson,27.0,198703.0,False,17.0,363.0,Sea Shanties,2013,compilation,3.31,Low,0,0,0.8537354013173031
La Jumpa,Arcángel,69.0,255693.0,True,82.0,17833538.0,Reggaeton,2022,album,4.26,High,1,1,0.1265605465902831
La La La,CADDY,48.0,198750.0,False,38.0,963.0,Unknown,2025,single,3.31,Medium,0,0,0.6565082192488
La La La,Naughty Boy,68.0,220779.0,False,62.0,415464.0,Unknown,2013,single,3.68,High,1,0,0.27690463570925655
La La La,Shakira,24.0,186333.0,False,85.0,39777995.0,Latin Pop,2014,album,3.11,Low,0,1,0.1304644932672181
La La La (Brasil 2014) (feat. Carlinhos Brown),Shakira,26.0,197626.0,False,85.0,39777995.0,Latin Pop,2014,album,3.29,Low,0,1,0.13013803379345762
La La La (Brazil 2014) (feat. Carlinhos Brown),Shakira,29.0,197426.0,False,85.0,39788275.0,Latin Pop,2014,album,3.29,Low,0,1,0.13015161209718895
La Plena - W Sound 05,W Sound,89.0,150001.0,True,73.0,812534.0,Unknown,2025,single,2.5,High,1,0,0.17027411679350513
La Víctima,Xavi,70.0,156345.0,True,76.0,8456647.0,Corridos Tumbados,2023,single,2.61,High,1,1,0.12874552323133454
Lady Bird,Jon Brion,38.0,310266.0,False,48.0,66700.0,Soundtrack,2017,album,5.17,Medium,0,0,0.46779212627402633
Lady Killers II,G-Eazy,77.0,297794.0,True,74.0,6295804.0,Unknown,2024,single,4.96,High,1,0,0.18789934142538414
Lady Marmalade - Single Edit,Christina Aguilera,71.0,267960.0,False,76.0,9247395.0,Unknown,2001,single,4.47,High,1,1,0.15372200813990838
Lady Of The Lake,Marcin Przybyłowicz,47.0,70000.0,False,56.0,90176.0,Medieval,2016,album,1.17,Medium,0,0,0.39951182397426754
Lalala,Y2K,71.0,160626.0,True,56.0,331482.0,Unknown,2019,single,2.68,High,1,0,0.33745014172109494
Landslide,The Chicks,66.0,230549.0,False,64.0,1544335.0,Country,2002,album,3.84,High,0,0,0.2387257516381788
Lane Boy,Twenty One Pilots,65.0,253093.0,False,83.0,25761380.0,Unknown,2015,album,4.22,High,0,1,0.1356014357410405
Larger Than Life,Backstreet Boys,73.0,232826.0,False,76.0,6711194.0,Unknown,1999,album,3.88,High,1,1,0.1251651508580233
Laridé,Jessica Baran-Surel,39.0,123535.0,False,36.0,11260.0,Medieval,2014,album,2.06,Medium,0,0,0.6016932443889891
Last Dance,Dua Lipa,56.0,228976.0,False,85.0,46886554.0,Pop,2017,album,3.82,Medium,0,1,0.14571833043972374
Last Day Alive,The Chainsmokers,46.0,214306.0,False,80.0,21357977.0,Unknown,2017,album,3.57,Medium,0,1,0.1210527567642047
Last Friday Night (T.G.I.F.),Katy Perry,62.666666666666664,230737.33333333334,False,83.0,38388080.333333336,Pop,2010,album,3.85,High,0,1,0.14084270821813819
Last Light,Borislav Slavov,45.0,297263.0,False,56.0,55213.0,Medieval,2023,album,4.95,Medium,0,0,0.40305388102796896
Last Night,Morgan Wallen,34.0,163854.0,True,88.0,13995843.5,Country,2023,single,2.73,Medium,0,1,0.08342687798256232
Last Nite,The Strokes,72.0,193506.0,False,74.0,6444988.0,Garage Rock,2001,album,3.23,High,1,0,0.1338124903023217
"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage",Skylar Grey,62.0,257368.0,True,65.0,672618.0,Unknown,2021,single,4.29,High,0,0,0.2505009558487263
Last One To Know,Gavin Adcock,72.0,177024.0,False,71.0,476523.0,Country,2025,single,2.95,High,1,0,0.19369264312729706
Last Resort,Papa Roach,82.0,199906.0,True,71.0,6093453.0,Nu Metal,2000,album,3.33,High,1,0,0.16270444168360504
Last Rite,Michael Salvatori,0.0,111386.0,False,57.0,45813.0,Soundtrack,2017,compilation,1.86,Low,0,0,0.3934790865599602
Last Time I Saw You,Nicki Minaj,52.0,216347.0,False,84.0,34295707.0,Unknown,2023,single,3.61,Medium,0,1,0.12753043899267794
Latch,Disclosure,60.0,255748.5,False,73.5,2343184.0,House,2013,album,4.26,Medium,0,0,0.1576746318050813
Late Night Talking,Harry Styles,75.0,177954.0,False,80.0,34130771.0,Unknown,2022,album,2.97,High,1,1,0.14079799650318534
Laugh It Off,Post Malone,56.0,246503.0,True,85.0,47716988.0,Unknown,2023,album,4.11,Medium,0,1,0.15484025732829756
Laugh Now Cry Later (feat. Lil Durk),Drake,75.0,261492.0,True,95.0,103094105.0,Rap,2020,single,4.36,High,1,1,0.21429919160458635
"Laurie and Jo on the Hill - from ""Little Women"" Soundtrack",Alexandre Desplat,51.0,61613.0,False,62.0,344387.0,Soundtrack,2019,album,1.03,Medium,0,0,0.3267518787227557
Lavender Haze,Taylor Swift,65.5,202395.0,True,100.0,145442846.0,Unknown,2022,album,3.37,High,0,1,0.23666481314775573
Lavender Sunflower,Tory Lanez,73.0,151966.0,False,79.0,8276031.0,Unknown,2021,album,2.53,High,1,1,0.10678970126028459
Law Dallalouny,Nancy Ajram,28.0,272613.0,False,62.0,3751254.0,Egyptian Pop,2006,album,4.54,Low,0,0,0.2692454368856412
Law Tigi,Ahmed Saad,56.0,252053.0,False,61.0,6371210.0,Mahraganat,2025,album,4.2,Medium,0,0,0.2720507311353692
Lay All Your Love On Me,ABBA,73.5,273486.0,False,79.0,14886687.0,Unknown,2008,album,4.56,High,1,1,0.15002470341885463
Lay Down the Law,Piotr Musiał,5.0,179324.0,False,49.0,17501.0,Medieval,2017,single,2.99,Low,0,0,0.47398780729952267
Lay Me Down,Sam Smith,75.0,253208.0,False,81.0,26272346.0,Soft Pop,2014,album,4.22,High,1,1,0.14355889515910805
Layla,Derek & The Dominos,74.0,423840.0,False,57.0,822597.0,Blues Rock,1970,album,7.06,High,1,0,0.4269292040536162
Lazem A3eesh,Sherine,50.0,258168.0,False,66.0,9676780.0,Egyptian Pop,2005,album,4.3,Medium,0,0,0.23147820518321593
Lean 4 Real (feat. Skepta),Playboi Carti,65.0,177026.0,True,86.0,15031490.0,Rage Rap,2018,album,2.95,High,0,1,0.08055347155675525
"Lean Back (feat. Lil Jon, Eminem, Mase & Remy Martin) - Remix",Fat Joe,59.0,290266.0,True,66.0,2135253.0,East Coast Hip Hop,2005,album,4.84,Medium,0,0,0.2448620074274594
Lean On,Major Lazer,4.0,176561.0,False,73.0,6302021.0,Moombahton,2015,album,2.94,Low,0,0,0.1451298209038339
Lean On (feat. MØ & DJ Snake),Major Lazer,35.5,176561.0,False,73.0,6301986.0,Moombahton,2015,album,2.94,Medium,0,0,0.14512975878456058
Leave,Post Malone,56.0,324853.0,True,85.0,47716988.0,Unknown,2016,album,5.41,Medium,0,1,0.217541227842827
Leave Before You Love Me (with Jonas Brothers),Marshmello,80.0,154983.0,False,80.0,34478237.0,Edm,2021,single,2.58,High,1,1,0.14865051064470783
Leave Her Johnny,Sean Dagher,59.0,132293.0,False,49.0,29176.0,Sea Shanties,2013,compilation,2.2,Medium,0,0,0.46481572702432616
Leave Me Alone,Reneé Rapp,73.0,141738.0,True,72.0,1262133.0,Unknown,2025,album,2.36,High,1,0,0.17350758291479956
Leave Me Alone - 2012 Remaster,Michael Jackson,58.0,280360.0,False,85.0,37446069.0,Unknown,1987,album,4.67,Medium,0,1,0.16788873825297648
Leave Me Lonely,Ariana Grande,54.0,229680.0,False,90.0,107418606.0,Pop,2016,album,3.83,Medium,0,1,0.18936200839126183
Leave No Man Behind,Hans Zimmer,0.0,378760.0,False,77.0,4779199.0,Soundtrack,2001,compilation,6.31,Low,0,1,0.2567731262425455
Leave The Door Open,Bruno Mars,24.0,242096.0,False,89.66666666666667,75480096.33333333,Unknown,2021,album,4.03,Low,0,1,0.1756178612574927
Leavin,Rod Wave,70.0,168791.0,True,76.0,9673984.0,Unknown,2025,single,2.81,High,1,1,0.1266278701232145
Leaving Tonight,The Neighbourhood,63.0,203880.0,False,83.0,21606569.0,Unknown,2012,single,3.4,High,0,1,0.1047832811902215
Left Behind,Gustavo Santaolalla,36.0,235399.0,False,63.0,394922.0,Soundtrack,2014,album,3.92,Medium,0,0,0.27200643318476925
Left and Right (Feat. Jung Kook of BTS),Charlie Puth,67.0,154486.0,False,79.0,25301942.0,Soft Pop,2022,single,2.57,High,1,1,0.14129695168929837
Legacy,Eminem,36.0,296269.0,True,88.0,104559284.0,Rap,2013,album,4.94,Medium,0,1,0.22261408270252114
Legacy (feat. Travis Scott & 21 Savage),Offset,61.0,244941.0,True,77.0,5610584.0,Unknown,2019,album,4.08,High,0,1,0.12149320033156677
Legend of the Eagle Bearer (Main Theme),The Flight,47.0,233453.0,False,44.0,12450.0,Soundtrack,2018,album,3.89,Medium,0,0,0.5271252022369849
Legend of the Martial Artist,Yoshihisa Hirano,0.0,74813.0,False,51.0,62853.0,Anime,2013,album,1.25,Low,0,0,0.4461679069476398
Legendary Lovers,Katy Perry,48.0,224216.0,False,83.0,38400585.0,Pop,2013,album,3.74,Medium,0,1,0.13827394048695116
Leltak Fol,El Waili,47.0,209454.0,False,53.0,554064.0,Egyptian Hip Hop,2024,album,3.49,Medium,0,0,0.3545972799694204
Lemon,N.E.R.D,59.0,219706.0,True,59.0,935460.0,Unknown,2017,album,3.66,Medium,0,0,0.2906544850757666
"Lemonade (feat. Gunna, Don Toliver & NAV)",Internet Money,1.0,195428.0,True,64.5,1035486.0,Unknown,2020,album,3.26,Low,0,0,0.2343654965870927
Les,Childish Gambino,8.0,317293.0,True,78.0,14561716.0,Unknown,2011,album,5.29,Low,0,1,0.19637760604339538
Less Than Zero,The Weeknd,72.0,211814.0,False,93.0,112957721.0,Unknown,2022,album,3.53,High,1,1,0.1948739007843629
Let Down,Radiohead,88.0,299560.0,False,85.0,13831380.0,Art Rock,1997,album,4.99,High,1,1,0.1540306397182762
Let Go,Beau Young Prince,59.0,177653.0,False,41.0,21939.0,Unknown,2018,compilation,2.96,Medium,0,0,0.5341402435568104
Let Go - Slowed,Dybbukk,62.0,137339.0,False,59.0,106636.0,Unknown,2021,single,2.29,High,0,0,0.34426641555808385
Let Her Go,Passenger,28.2,252759.6,False,67.0,3758428.8,Folk Pop,2013,album,4.21,Low,0,0,0.21346656526550836
Let It All Go,RHODES,56.0,280757.0,False,53.0,145948.0,Unknown,2015,album,4.68,Medium,0,0,0.39583940075415586
Let It Be Me,CADMIUM,41.0,159560.0,False,48.0,74002.0,Unknown,2025,single,2.66,Medium,0,0,0.44328643400752504
Let It Burn,Stakz DeVito,36.0,259265.0,True,28.0,1103.0,Unknown,2025,single,4.32,Medium,0,0,0.7345838197151792
Let It Go,ConKi,53.0,168000.0,False,61.0,26106.0,Unknown,2023,single,2.8,Medium,0,0,0.3702221421804827
Let It Go,James Bay,65.33333333333333,260532.0,False,67.0,4106537.0,Unknown,2015,album,4.34,High,0,0,0.21727502602941337
Let It Go,Nck,43.0,136909.0,False,33.0,2505.0,Unknown,2023,single,2.28,Medium,0,0,0.6678998675044036
Let It Go,The Neighbourhood,36.0,197266.0,False,83.0,21591569.0,Unknown,2013,album,3.29,Medium,0,1,0.1040959282827293
Let It Go - Chopped Not Slopped,The Neighbourhood,19.0,270326.0,False,83.0,21598900.0,Unknown,2013,album,4.51,Low,0,1,0.14266668244102537
"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,76.0,223840.0,False,68.0,570812.0,Musicals,2013,compilation,3.73,High,1,0,0.21674364311656286
Let It Go - Slowed Down,The Neighbourhood,22.0,212417.0,False,83.0,21606569.0,Unknown,2013,album,3.54,Low,0,1,0.10658337359793739
Let It Happen,Tame Impala,82.0,467586.0,False,85.0,9523590.0,Neo-Psychedelic,2015,album,7.79,High,1,1,0.3542114960351844
Let It Ride,Brantley Gilbert,33.0,277800.0,False,63.0,3029394.0,Country,2014,album,4.63,Medium,0,0,0.2628432069723788
Let Me Down Easy,Billy Currington,65.0,228493.0,False,65.0,2758888.0,Country,2010,album,3.81,High,0,0,0.22472221000896786
Let Me Down Slowly,Alec Benjamin,81.0,169353.0,False,72.0,5576552.0,Unknown,2018,album,2.82,High,1,0,0.15530100975317057
Let Me Go,Son Lux,25.0,121250.0,False,49.0,340030.0,Unknown,2022,album,2.02,Low,0,0,0.4108204111618595
Let Me Go (feat. Chad Kroeger),Avril Lavigne,55.0,267973.0,False,76.0,12008159.0,Unknown,2013,album,4.47,Medium,0,1,0.15886759832020916
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,70.0,174800.0,False,66.0,8862787.0,Unknown,2017,single,2.91,High,1,0,0.2170495369360181
Let Me Know,Kelsey Olivia,29.0,218307.0,False,15.0,3150.0,Unknown,2025,single,3.64,Low,0,0,0.8118686006248608
Let Me Love You,Ariana Grande,73.0,223853.0,False,90.0,107401919.0,Pop,2016,album,3.73,High,1,1,0.18766166512552546
Let Me Love You,DJ Snake,86.0,205946.0,False,77.0,9277034.0,Unknown,2016,album,3.43,High,1,1,0.11323774683123689
Let Me Love You,Eric McKenna,21.0,179807.0,False,24.0,2299.0,Unknown,2021,single,3.0,Low,0,0,0.7415053817825581
Let Me Love You,Mario,75.0,249120.0,False,68.0,3993013.0,R&B,2004,album,4.15,High,1,0,0.20256190939715676
Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,56.0,251626.0,False,80.0,10216345.0,Unknown,2012,album,4.19,Medium,0,1,0.11572428309953176
Let Me Ride,Dr. Dre,61.0,260333.0,True,78.0,15085473.0,Old School Hip Hop,1992,album,4.34,High,0,1,0.1454993842383974
Let The Light In (feat. Father John Misty),Lana Del Rey,77.0,278126.0,False,88.0,51798111.0,Unknown,2023,album,4.64,High,1,1,0.17891201915996938
Let U Go,lucidbeatz,69.0,128004.0,False,62.0,249306.0,Unknown,2023,single,2.13,High,1,0,0.29958928158351467
Let You Down,NF,77.0,212120.0,False,76.0,11162039.0,Christian Hip Hop,2017,album,3.54,High,1,1,0.12784183716638767
Let You Down (with Gabry Ponte),DVBBS,45.0,149000.0,False,56.0,1057994.0,Edm,2024,single,2.48,Medium,0,0,0.3219683088195883
Let You Go,Clara La San,74.0,172000.0,False,69.0,458855.0,Unknown,2017,single,2.87,High,1,0,0.21227915716128162
Let You Go,ConKi,52.0,159672.0,False,61.0,26114.0,Unknown,2022,single,2.66,Medium,0,0,0.37134833438644366
Let You Love Me,Rita Ora,53.0,190006.5,False,68.0,8411391.0,Unknown,2018,album,3.17,Medium,0,0,0.19553305324102763
Let's Be Friends,Emily Osment,57.0,180933.0,False,41.0,764468.0,Unknown,2010,album,3.02,Medium,0,0,0.46750791834804584
Let's Dance,Miley Cyrus,39.0,182546.0,False,81.0,26561582.0,Unknown,2007,album,3.04,Medium,0,1,0.12367597869243455
Let's Fall in Love for the Night,FINNEAS,66.0,190348.0,True,69.0,2356803.0,Unknown,2019,album,3.17,High,0,0,0.18139718137285912
Let's Ride,The Game,57.0,237680.0,True,70.0,5199185.0,West Coast Hip Hop,2006,album,3.96,Medium,0,0,0.17992745180887024
Lethal,Project North,38.0,120000.0,False,23.0,1914.0,Uk Grime,2019,single,2.0,Medium,0,0,0.760909666208366
Letters from Home,John Michael Montgomery,36.0,267533.0,False,59.0,1198427.0,Country,2021,compilation,4.46,Medium,0,0,0.3008889806944164
Letting Go,Unlike Pluto,37.0,203806.0,False,57.0,398642.0,Unknown,2025,album,3.4,Medium,0,0,0.3220101359184449
Let’s Go!!,Ovi Jozi,0.0,123428.0,True,17.0,3567.0,Unknown,2025,single,2.06,Low,0,0,0.7956827405651626
Level of Concern,Twenty One Pilots,62.0,220051.0,False,83.0,25761380.0,Unknown,2020,single,3.67,High,0,1,0.1174991211370067
Levels - Radio Edit,Avicii,74.0,199906.0,False,79.0,23434999.0,Edm,2011,single,3.33,High,1,1,0.12855026039042666
Levitating,Dua Lipa,55.25,203807.0,False,85.0,46889934.25,Pop,2020,album,3.4,Medium,0,1,0.1392790641965248
Levitating (feat. DaBaby),Dua Lipa,81.0,203064.0,False,85.0,46891061.0,Pop,2020,album,3.38,High,1,1,0.1391530105493944
Liability,Lorde,70.0,171727.0,False,80.0,10539134.0,Unknown,2017,album,2.86,High,1,1,0.09540444528488076
Liar,Camila Cabello,63.0,207038.0,False,78.0,35579266.0,Unknown,2019,album,3.45,High,0,1,0.1529419671522484
Liberian Girl - 2012 Remastered Version,Michael Jackson,60.0,232800.0,False,84.0,37417943.0,Unknown,1987,album,3.88,Medium,0,1,0.13789542608649552
Liberty Walk,Miley Cyrus,39.0,246266.0,False,81.0,26564677.0,Unknown,2010,album,4.1,Medium,0,1,0.13939282099493422
Lie To Girls,Sabrina Carpenter,67.0,202001.0,True,91.0,26538275.0,Pop,2024,album,3.37,High,1,1,0.11467028491143687
Liebe teilen,Lena&Linus,43.0,220583.0,False,39.0,32105.0,German Indie,2024,single,3.68,Medium,0,0,0.5424322969828904
Lies,MARINA,51.0,226200.0,False,72.0,6113786.0,Unknown,2012,album,3.77,Medium,0,0,0.1580970210016001
Life,ConKi,64.0,130000.0,False,61.0,26106.0,Unknown,2024,single,2.17,High,0,0,0.37773638775567764
Life Goes On,Lil Baby,74.0,247054.0,True,84.0,21656185.0,Unknown,2018,album,4.12,High,1,1,0.12135467499399016
Life Is A Highway,JD & The Straight Chasers,55.0,270750.0,False,49.0,1866.0,Unknown,2025,single,4.51,Medium,0,0,0.5615261928380851
Life Is Good (feat. Drake),Future,72.0,237735.0,True,88.0,22675640.0,Rap,2020,single,3.96,High,1,1,0.11353977735341302
Life Of The Party,The Weeknd,51.0,296286.0,False,93.0,112918137.0,Unknown,2012,album,4.94,Medium,0,1,0.23355174597002315
Life is a Highway,Rascal Flatts,73.0,276320.0,False,68.0,3672166.0,Country,2006,album,4.61,High,1,0,0.2172372174508772
Life's Incredible Again,Michael Giacchino,55.0,84173.0,False,63.0,430076.0,Soundtrack,2004,album,1.4,Medium,0,0,0.30036349548953534
Life's a Dance,John Michael Montgomery,58.0,188840.0,False,59.0,1198145.0,Country,2009,compilation,3.15,Medium,0,0,0.28598936117316615
Lifeline,Alan Walker,60.0,202719.0,False,78.0,41268567.0,Unknown,2024,single,3.38,Medium,0,1,0.15888328705638705
Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By,Rihanna,69.0,196519.0,False,90.0,68997177.0,Unknown,2022,single,3.28,High,1,1,0.16069133168188698
Light It Up,Luke Bryan,60.0,177305.0,False,74.0,9406293.0,Country,2017,album,2.96,Medium,0,0,0.14159255837546775
Light It Up (feat. Nyla & Fuse ODG) - Remix,Major Lazer,9.0,166138.0,False,73.0,6301808.0,Moombahton,2015,album,2.77,Low,0,0,0.1477698248918715
Light It Up - Remix,Major Lazer,2.0,166138.0,False,73.0,6301808.0,Moombahton,2015,album,2.77,Low,0,0,0.1477698248918715
Light Switch,Charlie Puth,29.0,186691.5,False,80.0,25306511.0,Soft Pop,2022,single,3.11,Low,0,1,0.12615288656414925
Light of the Seven,Ramin Djawadi,0.0,589094.0,False,65.0,718358.0,Soundtrack,2016,album,9.82,Low,0,0,0.5580570155046606
Lighters,Bad Meets Evil,68.0,303813.0,True,58.0,1858826.0,Unknown,2011,album,5.06,High,1,0,0.32381533041024724
Lights Come On,Jason Aldean,62.0,194506.0,False,75.0,7054208.0,Country,2016,album,3.24,High,0,1,0.12543121295411602
Lights Out,Nbdy,0.0,224000.0,True,38.0,122377.0,Dark R&B,2017,single,3.73,Low,0,0,0.5230937054327593
Lights Up,Harry Styles,67.0,172213.0,False,80.0,34130771.0,Unknown,2019,album,2.87,High,1,1,0.14213441561798462
Like A G6,Far East Movement,71.0,216893.0,False,64.0,1105453.0,Unknown,2010,album,3.61,High,1,0,0.23992609120644898
Like A Wrecking Ball,Eric Church,66.0,198906.0,False,71.0,4140524.0,Country,2014,album,3.32,High,0,0,0.16032608923569533
Like Crazy,Jimin,74.0,212241.0,False,79.0,10844512.0,K-Pop,2023,single,3.54,High,1,1,0.10226829651870119
Like Him (feat. Lola Young),"Tyler, The Creator",85.0,278014.0,True,86.0,24420596.0,Unknown,2024,album,4.63,High,1,1,0.14844910738532865
Like I Can,Sam Smith,72.0,167065.0,False,81.0,26278854.0,Soft Pop,2014,album,2.78,High,1,1,0.12723207901244804
Like I Do,David Guetta,47.0,201560.0,False,87.0,27139342.0,Edm,2018,album,3.36,Medium,0,1,0.10858600603383203
Like I do,Tate McRae,65.5,182061.0,True,88.0,9249502.0,Unknown,2025,album,3.03,High,0,1,0.054349990194358364
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,72.0,225053.0,False,73.0,15744271.0,Unknown,2015,album,3.75,High,1,0,0.16556919122828614
Like Lovers Do,Hey Violet,45.0,186392.0,False,48.0,1060491.0,Unknown,2017,album,3.11,Medium,0,0,0.39539194914181663
Like That,Future,82.0,267706.0,True,88.0,22682234.0,Rap,2024,album,4.46,High,1,1,0.13647401847581223
Like You,LEROCQUE,35.0,184475.0,False,23.0,13839.0,Unknown,2025,single,3.07,Medium,0,0,0.7048988666267559
Like a Prayer - Choir Version From “Deadpool & Wolverine”,I'll Take You There Choir,71.0,152893.0,False,52.0,8928.0,Unknown,2024,single,2.55,High,1,0,0.4761636438781261
Like a Skipping Stone (feat. Sandro Friedrich),Aakaash Rao,29.0,160000.0,False,31.0,1438.0,Unknown,2016,album,2.67,Low,0,0,0.6987305100583397
Like a Stone,Audioslave,79.0,293960.0,False,69.0,5146839.0,Grunge,2002,album,4.9,High,1,0,0.22151720572221606
Like a Tattoo,Sade,70.0,218213.0,False,77.0,5109119.0,Unknown,1994,compilation,3.64,High,1,1,0.10639359911705865
Lil Boo Thang,Paul Russell,75.0,114233.0,False,58.0,253726.0,Unknown,2023,single,1.9,High,1,0,0.3382595529791861
Lilacs,Pastel Ghost,58.0,220000.0,False,63.0,939535.0,Witch House,2015,album,3.67,Medium,0,0,0.2523835844045488
Lilith,Saint Avangeline,73.0,255709.0,False,58.0,177128.0,Unknown,2022,album,4.26,High,1,0,0.34013540190321256
Lily's Theme,Alexandre Desplat,0.0,148813.0,False,62.0,344334.0,Soundtrack,2011,compilation,2.48,Low,0,0,0.28517666997838564
Limp,Fiona Apple,54.0,209800.0,False,63.0,1800820.0,Art Pop,1999,album,3.5,Medium,0,0,0.24352600477371877
Linger,The Cranberries,0.0,274760.0,False,76.0,5401129.0,Unknown,1993,album,4.58,Low,0,1,0.1523351484501109
Lion's Pride,David Arkenstone,1.0,141466.0,False,47.0,72493.0,Celtic,2007,album,2.36,Low,0,0,0.4554594067863499
Lips Are Movin,Meghan Trainor,64.0,182666.0,False,73.0,15744271.0,Unknown,2015,album,3.04,High,0,0,0.16159452822384676
Lips Of An Angel,Hinder,75.0,261853.0,False,61.0,2078962.0,Post-Grunge,2005,album,4.36,High,1,0,0.2753594071179282
Lit (feat. A$AP Ferg),Octavian,31.0,186165.0,True,47.0,254587.0,Grime,2019,album,3.1,Medium,0,0,0.424000262601869
Lithium,Evanescence,67.0,224106.0,False,75.0,6158071.0,Alternative Metal,2006,album,3.74,High,1,1,0.12936169812271872
Lithium,Nirvana,44.0,257053.0,False,81.0,23384088.0,Grunge,1991,album,4.28,Medium,0,1,0.14157776063347066
Lithium - 1992/Live at Reading,Nirvana,42.0,261813.0,False,81.0,23398010.0,Grunge,2009,album,4.36,Medium,0,1,0.14516035096374164
Lithium - Devonshire Mix,Nirvana,28.0,258253.0,False,81.0,23384088.0,Grunge,1991,album,4.3,Low,0,1,0.14245139914090885
Lithium - Live At The Paramount,Nirvana,26.0,278493.0,False,81.0,23384088.0,Grunge,1991,album,4.64,Low,0,1,0.1588518438688255
Lithium - Smart Sessions,Nirvana,22.0,270173.0,False,81.0,23398010.0,Grunge,1991,album,4.5,Low,0,1,0.15178964192004712
Little Bitty,Alan Jackson,70.0,158626.0,False,72.0,3371242.0,Country,1996,album,2.64,High,1,0,0.15695409269786165
Little Cream Soda,The White Stripes,39.0,225400.0,False,68.0,3533200.0,Garage Rock,2007,album,3.76,Medium,0,0,0.19415874215335235
Little Dark Age,MGMT,78.0,299960.0,False,73.0,3571100.0,Indie,2018,album,5.0,High,1,0,0.19468156958861968
Little Do You Know,Alex & Sierra,69.0,185200.0,False,52.0,1235269.0,Unknown,2014,album,3.09,High,1,0,0.35466874983508556
Little Freak,Harry Styles,71.0,202183.0,False,80.0,34133561.0,Unknown,2022,album,3.37,High,1,1,0.13962188651853114
Little Lies,Fleetwood Mac,67.0,218040.0,False,83.0,13966197.0,Classic Rock,1988,compilation,3.63,High,1,1,0.0883488714766574
Little Lion Man,Mumford & Sons,56.0,247000.0,True,73.0,6613930.0,Folk,2010,album,4.12,Medium,0,0,0.15896410243528356
Little Talks,Of Monsters and Men,81.0,266600.0,False,69.0,3615053.0,Folk Pop,2012,album,4.44,High,1,0,0.20225851218079346
Little Things,Adrián Berenguer,0.0,184500.0,False,49.0,120556.0,Unknown,2021,album,3.08,Low,0,0,0.4206497677806393
Little Things,One Direction,71.0,219040.0,False,83.0,40270893.0,Unknown,2012,album,3.65,High,1,1,0.13886376099512818
"Little Women - from ""Little Women"" Soundtrack",Alexandre Desplat,43.0,192253.0,False,62.0,344334.0,Soundtrack,2019,album,3.2,Medium,0,0,0.27914635327398796
Little of Your Love,HAIM,14.0,212533.0,False,65.0,1436323.0,Unknown,2018,compilation,3.54,Low,0,0,0.22638798619665992
Live Forever,Lil Peep,0.0,160560.0,True,82.0,15695162.0,Emo Rap,2019,album,2.68,Low,0,1,0.10297053420804386
Live Like We're Dying,Kris Allen,49.0,212506.0,False,37.0,161597.0,Unknown,2009,album,3.54,Medium,0,0,0.526838203028469
Live Like You Were Dying,Tim McGraw,66.0,300333.0,False,69.0,5042529.0,Country,2004,album,5.01,High,0,0,0.22640046286282228
Live While We're Young,One Direction,36.5,199579.5,False,83.0,40272232.0,Unknown,2012,single,3.33,Medium,0,1,0.1354190181388427
Live Your Life - feat. Rihanna,T.I.,2.0,338853.0,True,75.0,5129280.0,Southern Hip Hop,2008,album,5.65,Low,0,1,0.221578659250258
Livin' It Up,Ja Rule,1.0,257066.0,False,69.0,2152404.0,East Coast Hip Hop,2001,album,4.28,Low,0,0,0.19874620594425438
Livin' On A Prayer,Bon Jovi,80.0,249293.0,False,78.0,15810313.0,Glam Metal,1986,album,4.15,High,1,1,0.13893982657104917
Living Hell,Bella Poarch,62.0,174002.0,False,60.0,1409523.0,Unknown,2022,single,2.9,High,0,0,0.275681518266421
Living Legend,Lana Del Rey,68.0,241426.0,False,88.0,51821190.0,Unknown,2021,album,4.02,High,1,1,0.15501911554831466
Living Room,Jesse®,24.0,200178.0,False,43.0,301499.0,Unknown,2024,album,3.34,Low,0,0,0.45921366135977515
Living Rooms,Lil Peep,0.0,184813.0,True,82.0,15689879.0,Emo Rap,2021,single,3.08,Low,0,1,0.0943322634315483
Lo Vas A Olvidar (with ROSALÍA),Billie Eilish,61.0,203464.0,False,90.0,118728633.0,Unknown,2021,single,3.39,High,0,1,0.18945923669153245
Loader,AthenaDME,37.0,129557.0,False,22.0,178.0,3 Step,2025,single,2.16,Medium,0,0,0.840571929473834
Loba,Shakira,69.0,188760.0,False,85.0,39777995.0,Latin Pop,2009,album,3.15,High,1,1,0.130265087473412
